"Date of data	","Commodity code	","Commodity	","Quantity	","Unit	"
"201901	","27011210	","Bituminous coking coal, not agglomerated	","7354347949	","Kilogram	"
"201902	","27011210	","Bituminous coking coal, not agglomerated	","2902950494	","Kilogram	"
"201903	","27011210	","Bituminous coking coal, not agglomerated	","6040473002	","Kilogram	"
"201904	","27011210	","Bituminous coking coal, not agglomerated	","7417825279	","Kilogram	"
"201905	","27011210	","Bituminous coking coal, not agglomerated	","5901030562	","Kilogram	"
"201906	","27011210	","Bituminous coking coal, not agglomerated	","6538630259	","Kilogram	"
"201907	","27011210	","Bituminous coking coal, not agglomerated	","7748297019	","Kilogram	"
"201908	","27011210	","Bituminous coking coal, not agglomerated	","9064411742	","Kilogram	"
"201909	","27011210	","Bituminous coking coal, not agglomerated	","7963258079	","Kilogram	"
"201910	","27011210	","Bituminous coking coal, not agglomerated	","5691058347	","Kilogram	"
"201911	","27011210	","Bituminous coking coal, not agglomerated	","6174013610	","Kilogram	"
"201912	","27011210	","Bituminous coking coal, not agglomerated	","1693879351	","Kilogram	"
"202003	","27011210	","Bituminous coking coal, not agglomerated	","5634162403	","Kilogram	"
"202004	","27011210	","Bituminous coking coal, not agglomerated	","6276871569	","Kilogram	"
"202005	","27011210	","Bituminous coking coal, not agglomerated	","4851513855	","Kilogram	"
"202006	","27011210	","Bituminous coking coal, not agglomerated	","6255912510	","Kilogram	"
"202007	","27011210	","Bituminous coking coal, not agglomerated	","7367674463	","Kilogram	"
"202008	","27011210	","Bituminous coking coal, not agglomerated	","7171780760	","Kilogram	"
"202009	","27011210	","Bituminous coking coal, not agglomerated	","6718057970	","Kilogram	"
"202010	","27011210	","Bituminous coking coal, not agglomerated	","5897009978	","Kilogram	"
202001,"27011210	","Bituminous coking coal, not agglomerated	",7578435646,"Kilogram	"
202002,"27011210	","Bituminous coking coal, not agglomerated	",7578435646,"Kilogram	"
